run_id,prompt_name,test_case,passed,latency_ms,tokens_in,tokens_out,error,metric_contains
4544be0b,definition-extractor_v1,proposition 2.201,True,7114.678600002662,82,168,,1.0
4544be0b,definition-extractor_v1,proposition 6.44,False,7341.352299990831,79,242,,0.0
4544be0b,definition-extractor_v1,proposition 3.5,True,4961.494600007427,77,149,,1.0
