run_id,prompt_name,test_case,passed,latency_ms,tokens_in,tokens_out,error,metric_contains
bffe194c,narrative-function-extractor_v4,Les Oies sauvages,False,35218.94439999596,748,1837,,0.0
bffe194c,narrative-function-extractor_v4,Morozko,False,30441.428400023142,682,1615,,0.0
bffe194c,narrative-function-extractor_v4,Vassilissa-la-très-belle,False,47732.9219999956,1879,2582,,0.0
